year,rank,city,med_park_size_data,med_park_size_points,park_pct_city_data,park_pct_city_points,pct_near_park_data,pct_near_park_points,spend_per_resident_data,spend_per_resident_points,basketball_data,basketball_points,dogpark_data,dogpark_points,playground_data,playground_points,rec_sr_data,rec_sr_points,restroom_data,restroom_points,splashground_data,splashground_points,amenities_points,total_points,total_pct,city_dup,park_benches
2018,66,Los Angeles,4.8,9.0,13%,13.0,56%,16.0,$103,21.0,2.0,10.0,0.3,1.0,1.1,5.0,1.1,28.0,1.3,8.0,0.4,5.0,10.0,69.0,42.8,Los Angeles,
2018,67,San Antonio,11.7,20.0,10%,11.0,38%,6.0,$93,18.0,1.6,7.0,0.8,12.0,1.7,10.0,0.7,18.0,3.0,23.0,0.3,3.0,12.0,67.0,42.0,San Antonio,
2018,68,Anaheim,8.3,16.0,8%,8.0,62%,19.0,$73,13.0,1.4,4.0,0.6,7.0,1.4,7.0,0.2,5.0,5.0,40.0,0.3,3.0,11.0,67.0,41.9,Anaheim,
2018,69,Durham,8.8,17.0,4%,3.0,48%,12.0,$68,12.0,4.3,30.0,1.1,21.0,2.1,15.0,0.8,19.0,3.5,28.0,1.5,24.0,23.0,67.0,41.8,Durham,
2018,70,Greensboro,5.0,10.0,9%,9.0,59%,18.0,$66,12.0,1.6,6.0,1.0,19.0,3.7,30.0,0.8,21.0,2.9,23.0,0.0,0.0,17.0,66.0,40.9,Greensboro,
2018,71,Glendale,4.8,9.0,6%,5.0,72%,25.0,$31,2.0,4.6,32.0,1.2,24.0,3.9,32.0,0.6,16.0,1.7,12.0,1.6,26.0,24.0,65.0,40.4,Glendale,
2018,72,Garland,9.6,19.0,7%,7.0,59%,18.0,$66,11.0,2.2,12.0,0.0,0.0,1.4,8.0,0.7,16.0,2.1,15.0,0.0,0.0,9.0,64.0,39.7,Garland,
2018,73,Newark,0.7,1.0,6%,6.0,90%,35.0,$42,5.0,2.5,14.0,0.0,0.0,1.0,3.0,0.8,21.0,2.2,17.0,3.2,40.0,16.0,63.0,39.3,Newark,
2018,74,Wichita,11.3,20.0,5%,5.0,52%,14.0,$52,8.0,1.0,1.0,0.8,12.0,2.1,14.0,0.5,11.0,4.0,32.0,1.5,24.0,16.0,63.0,39.2,Wichita,
2018,75,Reno,5.0,10.0,5%,5.0,74%,26.0,$50,7.0,3.8,25.0,0.8,13.0,2.9,22.0,0.3,7.0,2.5,19.0,0.0,0.0,14.0,62.0,39.0,Reno,
2018,76,Chula Vista,7.1,14.0,7%,6.0,55%,16.0,$44,6.0,2.0,10.0,1.9,39.0,3.6,29.0,0.7,16.0,1.6,10.0,0.7,11.0,19.0,61.0,38.2,Chula Vista,
2018,77,Houston,4.7,9.0,18%,19.0,49%,12.0,$38,4.0,2.2,12.0,0.7,11.0,1.7,11.0,0.7,16.0,2.8,22.0,1.5,24.0,16.0,60.0,37.5,Houston,
2018,78,El Paso,3.9,7.0,19%,20.0,50%,13.0,$34,3.0,2.4,13.0,0.6,8.0,3.7,30.0,0.8,19.0,1.3,8.0,1.3,21.0,17.0,60.0,37.2,El Paso,
2018,79,Toledo,5.5,11.0,6%,6.0,77%,28.0,$43,5.0,1.4,5.0,0.7,11.0,2.8,21.0,0.1,1.0,1.9,13.0,0.4,4.0,9.0,59.0,37.0,Toledo,
2018,80,Stockton,6.0,12.0,3%,2.0,72%,25.0,$24,1.0,3.5,22.0,1.0,17.0,2.3,16.0,0.4,9.0,2.8,21.0,1.6,26.0,19.0,59.0,36.6,Stockton,
2018,81,Oklahoma City,7.2,14.0,7%,7.0,42%,8.0,$66,12.0,1.9,9.0,0.5,5.0,1.7,11.0,0.8,19.0,2.3,17.0,2.6,40.0,17.0,58.0,36.1,Oklahoma City,
2018,82,Fort Worth,7.7,15.0,6%,5.0,55%,16.0,$68,12.0,1.3,4.0,0.6,8.0,2.3,16.0,0.3,7.0,1.9,13.0,0.2,2.0,8.0,56.0,35.2,Fort Worth,
2018,82,Irving,4.1,8.0,5%,5.0,58%,17.0,$66,11.0,1.2,3.0,0.8,14.0,3.1,24.0,0.8,21.0,2.3,17.0,0.8,13.0,15.0,56.0,35.2,Irving,
2018,84,Louisville,7.5,15.0,7%,7.0,33%,3.0,$55,8.0,2.2,12.0,0.9,16.0,2.2,16.0,0.5,12.0,4.8,40.0,4.2,40.0,23.0,56.0,34.8,Louisville,
2018,85,Jacksonville,5.8,11.0,14%,15.0,33%,3.0,$41,5.0,1.8,8.0,0.6,8.0,3.7,30.0,1.4,35.0,7.0,40.0,0.5,6.0,21.0,55.0,34.5,Jacksonville,
2018,86,Tucson,5.4,10.0,3%,2.0,57%,17.0,$58,9.0,2.5,14.0,1.5,30.0,2.0,14.0,0.8,20.0,2.0,14.0,0.6,8.0,17.0,55.0,34.2,Tucson,
2018,87,Santa Ana,6.0,12.0,4%,4.0,72%,25.0,$42,5.0,2.1,11.0,0.0,0.0,1.0,3.0,0.9,22.0,1.7,12.0,0.0,0.0,8.0,54.0,33.8,Santa Ana,
2018,88,Detroit,2.4,4.0,6%,6.0,77%,28.0,$40,5.0,2.4,13.0,0.8,12.0,2.7,21.0,0.4,9.0,0.5,1.0,0.6,9.0,11.0,54.0,33.6,Detroit,
2018,89,Lubbock,9.7,19.0,3%,2.0,54%,15.0,$44,6.0,5.0,35.0,0.0,0.0,2.2,16.0,0.4,9.0,1.5,10.0,0.0,0.0,12.0,54.0,33.5,Lubbock,
2018,90,Baton Rouge,4.2,8.0,3%,2.0,50%,13.0,$50,7.0,5.9,40.0,0.9,15.0,2.7,20.0,2.9,40.0,1.3,8.0,0.9,13.0,23.0,53.0,32.9,Baton Rouge,
2018,91,Memphis,10.0,20.0,5%,4.0,43%,9.0,$58,9.0,2.8,17.0,0.4,5.0,1.8,11.0,0.9,23.0,0.9,4.0,0.3,3.0,11.0,53.0,32.8,Memphis,
2018,92,Winston-Salem,9.2,18.0,5%,4.0,35%,4.0,$48,7.0,1.2,3.0,0.4,4.0,1.8,12.0,1.4,36.0,2.5,19.0,2.0,34.0,18.0,51.0,31.9,Winston-Salem,
2018,93,Laredo,4.1,8.0,2%,1.0,49%,12.0,$67,12.0,9.7,40.0,0.4,3.0,2.2,16.0,1.7,40.0,1.0,5.0,0.0,0.0,17.0,50.0,31.5,Laredo,
2018,94,Fresno,2.2,4.0,4%,3.0,62%,19.0,$42,5.0,4.6,32.0,1.3,26.0,2.6,19.0,0.6,14.0,0.9,5.0,1.0,15.0,19.0,50.0,30.9,Fresno,
2018,95,Hialeah,4.1,8.0,2%,1.0,62%,20.0,$35,3.0,3.0,19.0,0.0,0.0,0.7,1.0,1.5,40.0,1.0,5.0,1.7,28.0,16.0,48.0,29.7,Hialeah,
2018,96,Mesa,2.8,5.0,3%,2.0,64%,20.0,$69,12.0,2.8,17.0,0.4,4.0,1.4,7.0,0.2,4.0,0.6,2.0,0.4,5.0,7.0,46.0,28.4,Mesa,
2018,97,Charlotte,18.0,20.0,4%,4.0,28%,1.0,$47,7.0,1.1,2.0,0.6,8.0,1.9,12.0,0.5,11.0,0.6,2.0,0.8,13.0,8.0,40.0,25.0,Charlotte,
2017,1,Minneapolis,6.6,13.0,15%,15.0,97%,39.0,$233,20.0,5.0,18.0,1.7,17.0,3.9,15.0,2.5,20.0,,,,,18.0,87.5,,Minneapolis,5.0
2017,2,St. Paul,3.7,7.0,15%,16.0,96%,39.0,$202,20.0,9.6,20.0,1.3,13.0,3.8,15.0,1.8,20.0,,,,,17.0,82.5,,St. Paul,5.0
2017,3,San Francisco,1.6,3.0,20%,20.0,100%,40.0,$235,20.0,3.8,13.0,3.8,20.0,2.4,8.0,0.8,10.0,,,,,13.0,80.0,,San Francisco,5.0
2017,4,"Washington, D.C.",1.5,2.0,22%,20.0,97%,39.0,$270,20.0,4.0,14.0,1.7,17.0,1.8,5.0,2.3,20.0,,,,,14.0,79.0,,"Washington, D.C.",4.5
2017,5,Portland,4.6,9.0,18%,19.0,86%,33.0,$165,20.0,3.8,14.0,5.3,20.0,2.1,7.0,0.6,7.0,,,,,12.0,77.5,,Portland,4.5
2017,6,"Arlington, Virginia",2.5,4.0,11%,11.0,98%,39.0,$230,20.0,4.1,15.0,3.5,20.0,4.7,19.0,1.5,18.0,,,,,18.0,76.5,,"Arlington, Virginia",4.5
2017,7,Irvine,6.4,12.0,22%,20.0,76%,27.0,$252,20.0,2.6,9.0,0.4,3.0,2.8,10.0,1.5,19.0,,,,,10.0,74.0,,Irvine,4.5
2017,7,New York,1.0,1.0,21%,20.0,97%,39.0,$179,20.0,3.6,13.0,1.6,15.0,2.0,6.0,0.1,1.0,,,,,9.0,74.0,,New York,4.5
2017,9,Madison,4.7,9.0,13%,14.0,90%,35.0,$126,15.0,10.2,20.0,4.3,20.0,7.4,20.0,0.1,1.0,,,,,15.0,73.5,,Madison,4.5
2017,10,Cincinnati,4.9,9.0,14%,14.0,71%,25.0,$191,20.0,5.0,19.0,1.3,13.0,5.0,20.0,2.2,20.0,,,,,18.0,71.5,,Cincinnati,4.0
2017,11,Chicago,1.4,2.0,10%,10.0,97%,39.0,$173,20.0,4.5,16.0,0.9,8.0,3.5,13.0,1.8,20.0,,,,,14.0,71.0,,Chicago,4.0
2017,11,Seattle,2.4,4.0,12%,13.0,94%,37.0,$279,20.0,1.9,5.0,2.1,20.0,2.2,8.0,0.8,9.0,,,,,11.0,71.0,,Seattle,4.0
2017,13,Boston,1.5,2.0,17%,18.0,98%,39.0,$112,13.0,3.4,12.0,1.1,10.0,4.1,16.0,1.0,11.0,,,,,12.0,70.0,,Boston,4.0
2017,14,San Diego,5.7,11.0,23%,20.0,77%,28.0,$120,14.0,2.8,9.0,1.2,11.0,1.9,6.0,1.0,12.0,,,,,10.0,69.0,,San Diego,4.0
2017,15,Aurora,7.9,15.0,11%,11.0,86%,33.0,$139,17.0,1.7,5.0,0.8,7.0,2.3,8.0,0.2,2.0,,,,,6.0,68.5,,Aurora,4.0
2017,16,St. Petersburg,3.5,6.0,16%,16.0,73%,25.0,$133,16.0,4.2,15.0,2.4,20.0,3.4,13.0,1.3,15.0,,,,,16.0,66.0,,St. Petersburg,4.0
2017,17,Albuquerque,4.3,8.0,24%,20.0,82%,31.0,$58,6.0,2.3,7.0,2.4,20.0,3.0,11.0,1.1,13.0,,,,,13.0,65.0,,Albuquerque,3.5
2017,17,Plano,13.3,20.0,9%,9.0,74%,26.0,$147,18.0,1.8,5.0,0.4,2.0,2.5,9.0,0.4,4.0,,,,,5.0,65.0,,Plano,3.5
2017,17,St. Louis,2.2,4.0,10%,9.0,90%,35.0,$271,20.0,2.6,8.0,1.6,15.0,2.3,8.0,0.6,7.0,,,,,10.0,65.0,,St. Louis,3.5
2017,20,Denver,6.0,12.0,8%,8.0,86%,33.0,$115,13.0,1.6,4.0,1.5,15.0,3.7,14.0,0.9,11.0,,,,,11.0,64.0,,Denver,3.5
2017,21,Milwaukee,4.5,8.0,10%,10.0,88%,34.0,$115,13.0,5.7,20.0,0.5,4.0,2.7,10.0,0.9,11.0,,,,,11.0,63.5,,Milwaukee,3.5
2017,21,Omaha,7.0,14.0,14%,14.0,78%,28.0,$76,8.0,5.3,20.0,0.5,3.0,4.4,17.0,0.7,8.0,,,,,12.0,63.5,,Omaha,3.5
2017,21,Sacramento,5.5,11.0,8%,8.0,79%,29.0,$122,14.0,2.7,9.0,2.3,20.0,4.0,16.0,1.0,12.0,,,,,14.0,63.5,,Sacramento,3.5
2017,24,Fremont,7.3,14.0,37%,20.0,62%,19.0,$128,15.0,2.1,6.0,0.9,8.0,2.0,6.0,0.5,6.0,,,,,7.0,62.5,,Fremont,3.5
2017,24,Las Vegas,2.5,4.0,19%,20.0,70%,24.0,$127,15.0,1.4,3.0,4.3,20.0,4.1,16.0,0.8,10.0,,,,,12.0,62.5,,Las Vegas,3.5
2017,24,Lincoln,5.8,11.0,7%,7.0,86%,33.0,$88,10.0,3.6,13.0,1.6,15.0,5.1,20.0,0.8,9.0,,,,,14.0,62.5,,Lincoln,3.5
2017,24,Long Beach,3.0,5.0,10%,10.0,81%,30.0,$205,20.0,1.6,4.0,1.9,19.0,1.3,3.0,1.1,14.0,,,,,10.0,62.5,,Long Beach,3.5
2017,24,Oakland,2.5,4.0,12%,12.0,85%,32.0,$145,17.0,2.6,9.0,1.0,9.0,1.8,6.0,1.3,15.0,,,,,10.0,62.5,,Oakland,3.5
2017,24,San Jose,3.2,6.0,14%,15.0,75%,27.0,$147,18.0,1.6,4.0,1.0,9.0,2.7,10.0,1.1,13.0,,,,,9.0,62.5,,San Jose,3.5
2017,24,Virginia Beach,6.0,12.0,16%,16.0,58%,18.0,$177,20.0,3.3,11.0,0.7,5.0,4.2,16.0,0.3,3.0,,,,,9.0,62.5,,Virginia Beach,3.5
2017,31,Anchorage,4.4,8.0,84%,20.0,71%,25.0,$93,10.0,2.6,9.0,2.3,20.0,2.8,10.0,0.3,3.0,,,,,11.0,61.5,,Anchorage,3.5
2017,32,Henderson,7.6,15.0,13%,14.0,49%,13.0,$148,18.0,3.6,13.0,5.4,20.0,3.1,11.0,0.6,7.0,,,,,13.0,61.0,,Henderson,3.5
2017,32,Honolulu,2.3,4.0,33%,20.0,84%,32.0,$51,5.0,5.7,20.0,0.6,4.0,1.3,3.0,1.9,20.0,,,,,12.0,61.0,,Honolulu,3.5
2017,32,Philadelphia,3.6,7.0,13%,13.0,93%,37.0,$59,6.0,4.1,15.0,0.3,1.0,1.7,5.0,2.1,20.0,,,,,10.0,61.0,,Philadelphia,3.5
2017,35,Boise,7.3,14.0,8%,8.0,61%,19.0,$144,17.0,2.2,7.0,7.2,20.0,3.7,14.0,1.1,13.0,,,,,14.0,60.0,,Boise,3.5
2017,35,Raleigh,4.4,8.0,15%,15.0,54%,15.0,$202,20.0,6.1,20.0,0.8,6.0,2.4,8.0,1.9,20.0,,,,,14.0,60.0,,Raleigh,3.5
2017,37,New Orleans,1.9,3.0,26%,20.0,77%,28.0,$116,13.0,1.6,5.0,0.8,6.0,2.5,9.0,0.7,8.0,,,,,7.0,59.0,,New Orleans,3.5
2017,38,Kansas City,11.6,20.0,9%,9.0,65%,21.0,$122,14.0,1.7,5.0,0.6,5.0,2.4,8.0,0.4,5.0,,,,,6.0,58.5,,Kansas City,3.0
2017,39,Pittsburgh,2.0,3.0,10%,10.0,84%,32.0,$69,7.0,3.6,13.0,2.3,20.0,4.1,16.0,1.7,20.0,,,,,17.0,57.5,,Pittsburgh,3.0
2017,40,Jersey City,0.6,1.0,18%,19.0,91%,36.0,$27,1.0,2.6,9.0,2.3,20.0,1.4,3.0,1.0,12.0,,,,,11.0,56.5,,Jersey City,3.0
2017,40,Tampa,4.3,8.0,7%,7.0,60%,18.0,$147,18.0,4.9,18.0,3.3,20.0,2.3,8.0,1.9,20.0,,,,,17.0,56.5,,Tampa,3.0
2017,42,Colorado Springs,6.6,13.0,9%,9.0,70%,24.0,$76,8.0,4.1,15.0,1.8,19.0,3.1,12.0,0.3,3.0,,,,,12.0,55.0,,Colorado Springs,3.0
2017,42,Norfolk,4.5,8.0,6%,6.0,72%,25.0,$74,8.0,8.3,20.0,4.9,20.0,4.2,16.0,2.0,20.0,,,,,19.0,55.0,,Norfolk,3.0
2017,42,Scottsdale,13.5,20.0,25%,20.0,37%,6.0,$105,12.0,1.5,4.0,1.3,12.0,1.6,5.0,0.8,9.0,,,,,8.0,55.0,,Scottsdale,3.0
2017,45,Cleveland,3.4,6.0,6%,6.0,80%,29.0,$100,11.0,6.0,20.0,0.5,4.0,3.7,14.0,1.1,14.0,,,,,13.0,54.0,,Cleveland,3.0
2017,46,Austin,8.5,17.0,11%,11.0,54%,15.0,$103,12.0,2.9,10.0,1.4,14.0,1.8,5.0,0.6,6.0,,,,,9.0,53.5,,Austin,3.0
2017,47,North Las Vegas,5.7,11.0,26%,20.0,57%,17.0,$86,9.0,2.2,7.0,0.8,7.0,2.4,8.0,0.2,2.0,,,,,6.0,52.5,,North Las Vegas,3.0
2017,48,Miami,2.4,4.0,7%,6.0,80%,30.0,$100,11.0,3.3,11.0,0.9,8.0,1.4,4.0,1.6,19.0,,,,,11.0,51.5,,Miami,2.5
2017,48,Richmond,3.9,7.0,5%,5.0,74%,26.0,$75,8.0,6.6,20.0,1.4,13.0,2.8,10.0,1.7,20.0,,,,,16.0,51.5,,Richmond,2.5
2017,50,Atlanta,3.1,6.0,6%,5.0,66%,22.0,$134,16.0,2.8,9.0,1.1,10.0,3.0,11.0,1.5,18.0,,,,,12.0,51.0,,Atlanta,2.5
2017,50,Dallas,7.6,15.0,13%,13.0,60%,18.0,$81,9.0,2.5,8.0,0.4,2.0,1.5,4.0,0.7,8.0,,,,,6.0,51.0,,Dallas,2.5
2017,52,Chesapeake,6.0,12.0,26%,20.0,38%,6.0,$80,9.0,2.5,8.0,2.1,20.0,3.1,12.0,0.8,10.0,,,,,13.0,50.0,,Chesapeake,2.5
2017,53,Baltimore,0.8,1.0,10%,10.0,85%,32.0,$70,7.0,1.6,4.0,0.5,3.0,3.2,12.0,1.3,16.0,,,,,9.0,49.0,,Baltimore,2.5
2017,53,Nashville,13.2,20.0,11%,11.0,38%,7.0,$106,12.0,3.0,10.0,1.0,9.0,2.1,7.0,0.8,9.0,,,,,9.0,49.0,,Nashville,2.5
2017,53,Orlando,3.6,7.0,5%,5.0,58%,17.0,$124,15.0,5.2,19.0,1.2,11.0,2.6,9.0,1.6,20.0,,,,,15.0,49.0,,Orlando,2.5
2017,56,Columbus,7.7,15.0,11%,11.0,52%,14.0,$101,11.0,1.9,6.0,0.6,5.0,1.9,6.0,0.7,8.0,,,,,6.0,47.5,,Columbus,2.5
2017,56,Phoenix,14.6,20.0,15%,15.0,45%,10.0,$80,8.0,0.9,2.0,0.6,4.0,1.7,5.0,0.4,5.0,,,,,4.0,47.5,,Phoenix,2.5
2017,58,Buffalo,1.1,2.0,8%,7.0,85%,32.0,$48,4.0,6.3,20.0,0.8,6.0,2.3,8.0,0.7,8.0,,,,,11.0,46.5,,Buffalo,2.5
2017,59,"Arlington, Texas",14.1,20.0,8%,7.0,55%,16.0,$90,10.0,0.7,1.0,0.3,1.0,1.3,3.0,0.3,3.0,,,,,2.0,46.0,,"Arlington, Texas",2.5
2017,59,Chandler,8.3,16.0,4%,3.0,58%,18.0,$71,7.0,3.3,12.0,1.6,16.0,2.3,8.0,0.6,6.0,,,,,11.0,46.0,,Chandler,2.5
2017,59,Corpus Christi,3.3,6.0,9%,8.0,72%,25.0,$73,7.0,2.8,9.0,0.0,0.0,4.2,16.0,0.8,10.0,,,,,9.0,46.0,,Corpus Christi,2.5
2017,59,Tulsa,9.5,19.0,8%,7.0,56%,16.0,$58,6.0,2.1,6.0,0.5,3.0,2.7,10.0,0.6,7.0,,,,,7.0,46.0,,Tulsa,2.5
2017,63,Anaheim,8.5,17.0,8%,8.0,62%,19.0,$72,7.0,1.4,3.0,0.6,4.0,1.4,4.0,0.2,2.0,,,,,3.0,45.0,,Anaheim,2.5
2017,63,Garland,9.5,19.0,7%,7.0,56%,16.0,$71,7.0,2.3,7.0,0.0,0.0,1.5,4.0,0.7,8.0,,,,,5.0,45.0,,Garland,2.5
2017,63,Glendale,4.8,9.0,6%,5.0,72%,25.0,$30,2.0,4.6,17.0,1.2,12.0,4.0,16.0,0.7,8.0,,,,,13.0,45.0,,Glendale,2.5
2017,63,Lexington,11.1,20.0,2%,2.0,51%,13.0,$82,9.0,3.9,14.0,1.6,16.0,2.0,6.0,0.4,5.0,,,,,10.0,45.0,,Lexington,2.5
2017,63,Riverside,12.7,20.0,7%,6.0,47%,11.0,$68,7.0,3.1,10.0,1.3,12.0,1.5,4.0,1.2,14.0,,,,,10.0,45.0,,Riverside,2.5
2017,63,Toledo,5.5,11.0,6%,6.0,76%,27.0,$44,4.0,1.9,6.0,0.7,6.0,2.8,10.0,0.1,1.0,,,,,6.0,45.0,,Toledo,2.5
2017,69,Greensboro,5.0,9.0,9%,9.0,60%,18.0,$67,7.0,2.5,8.0,0.8,6.0,4.0,15.0,0.9,11.0,,,,,10.0,44.0,,Greensboro,2.0
2017,69,San Antonio,11.6,20.0,10%,10.0,38%,6.0,$95,11.0,1.7,5.0,0.8,6.0,1.7,5.0,0.7,9.0,,,,,6.0,44.0,,San Antonio,2.0
2017,71,Bakersfield,9.0,18.0,6%,5.0,43%,9.0,$80,9.0,2.1,6.0,2.3,20.0,3.2,12.0,0.5,5.0,,,,,11.0,43.5,,Bakersfield,2.0
2017,72,Durham,9.0,18.0,4%,3.0,48%,12.0,$73,8.0,2.0,6.0,1.3,13.0,2.5,9.0,0.9,10.0,,,,,10.0,42.5,,Durham,2.0
2017,72,Reno,4.3,8.0,5%,5.0,71%,25.0,$49,4.0,3.9,14.0,0.8,7.0,3.0,11.0,0.3,4.0,,,,,9.0,42.5,,Reno,2.0
2017,74,Los Angeles,4.8,9.0,13%,13.0,54%,15.0,$85,9.0,0.8,1.0,0.3,1.0,1.1,2.0,1.1,13.0,,,,,4.0,41.5,,Los Angeles,2.0
2017,75,Chula Vista,7.1,14.0,7%,7.0,53%,15.0,$44,4.0,2.1,6.0,1.2,11.0,3.0,11.0,0.7,8.0,,,,,9.0,41.0,,Chula Vista,2.0
2017,75,Detroit,2.4,4.0,6%,6.0,78%,28.0,$21,1.0,3.2,11.0,0.6,5.0,4.7,19.0,0.4,4.0,,,,,10.0,41.0,,Detroit,2.0
2017,75,Santa Ana,6.0,12.0,4%,4.0,72%,25.0,$46,4.0,1.2,3.0,0.0,0.0,1.3,3.0,0.9,10.0,,,,,4.0,41.0,,Santa Ana,2.0
2017,75,Stockton,6.0,12.0,3%,2.0,71%,25.0,$24,1.0,3.8,13.0,1.0,10.0,2.5,9.0,0.4,5.0,,,,,9.0,41.0,,Stockton,2.0
2017,79,El Paso,3.7,7.0,19%,20.0,49%,12.0,$34,2.0,2.4,7.0,0.4,3.0,2.7,10.0,0.8,9.0,,,,,7.0,40.0,,El Paso,2.0
2017,79,Fort Worth,7.5,15.0,6%,5.0,55%,16.0,$78,8.0,1.4,3.0,0.2,1.0,2.4,8.0,0.3,3.0,,,,,4.0,40.0,,Fort Worth,2.0
2017,81,Houston,6.0,12.0,14%,15.0,47%,12.0,$35,2.0,2.2,7.0,0.6,5.0,1.9,6.0,0.6,7.0,,,,,6.0,39.0,,Houston,2.0
2017,81,Newark,1.0,1.0,6%,6.0,90%,35.0,$26,1.0,1.5,4.0,0.0,0.0,0.8,1.0,0.9,10.0,,,,,4.0,39.0,,Newark,2.0
2017,81,Wichita,10.8,20.0,5%,4.0,51%,13.0,$51,5.0,1.0,2.0,0.8,7.0,2.2,7.0,0.5,5.0,,,,,5.0,39.0,,Wichita,2.0
2017,84,Memphis,10.0,20.0,5%,4.0,42%,8.0,$54,5.0,3.0,10.0,0.5,3.0,1.8,6.0,1.0,12.0,,,,,8.0,37.5,,Memphis,1.5
2017,85,Irving,4.1,8.0,5%,5.0,58%,17.0,$59,6.0,1.2,3.0,0.9,8.0,3.3,12.0,0.9,10.0,,,,,8.0,36.5,,Irving,1.5
2017,85,Lubbock,9.7,19.0,3%,2.0,53%,15.0,$46,4.0,1.1,2.0,0.0,0.0,2.5,9.0,0.4,5.0,,,,,4.0,36.5,,Lubbock,1.5
2017,85,Tucson,5.1,10.0,3%,2.0,57%,17.0,$71,7.0,1.2,3.0,1.5,15.0,1.8,5.0,0.8,10.0,,,,,8.0,36.5,,Tucson,1.5
2017,88,Oklahoma City,6.7,13.0,7%,7.0,42%,9.0,$72,7.0,2.3,7.0,0.6,4.0,2.1,7.0,0.9,11.0,,,,,7.0,36.0,,Oklahoma City,1.5
2017,89,Baton Rouge,4.3,8.0,3%,2.0,50%,13.0,$51,5.0,5.1,19.0,0.9,8.0,2.9,10.0,2.9,20.0,,,,,14.0,35.0,,Baton Rouge,1.5
2017,90,Fresno,3.6,7.0,4%,3.0,61%,19.0,$38,3.0,3.6,13.0,1.2,12.0,1.5,4.0,0.3,4.0,,,,,8.0,33.5,,Fresno,1.5
2017,90,Hialeah,4.6,9.0,1%,1.0,61%,19.0,$38,3.0,3.1,11.0,0.0,0.0,0.7,1.0,1.6,19.0,,,,,8.0,33.5,,Hialeah,1.5
2017,90,Jacksonville,5.6,11.0,14%,14.0,32%,3.0,$33,2.0,1.8,5.0,0.6,4.0,3.3,12.0,1.4,17.0,,,,,10.0,33.5,,Jacksonville,1.5
2017,93,Laredo,4.1,8.0,2%,1.0,49%,12.0,$66,7.0,10.2,20.0,0.4,2.0,2.4,8.0,1.0,12.0,,,,,11.0,32.5,,Laredo,1.5
2017,93,Winston-Salem,9.8,19.0,4%,4.0,35%,5.0,$42,3.0,1.3,3.0,0.4,3.0,1.9,6.0,1.5,18.0,,,,,8.0,32.5,,Winston-Salem,1.5
2017,95,Mesa,2.7,5.0,3%,2.0,63%,20.0,$69,7.0,2.7,9.0,0.4,3.0,1.4,3.0,0.2,2.0,,,,,4.0,31.5,,Mesa,1.5
2017,96,Louisville,7.7,15.0,7%,7.0,34%,4.0,$50,4.0,2.3,7.0,0.9,8.0,2.4,8.0,0.5,6.0,,,,,7.0,31.0,,Louisville,1.5
2017,97,Charlotte,16.6,20.0,4%,4.0,27%,1.0,$45,4.0,1.3,3.0,0.7,6.0,2.3,8.0,0.6,7.0,,,,,6.0,29.0,,Charlotte,1.0
2017,98,Fort Wayne,4.0,7.0,3%,3.0,44%,10.0,$79,8.0,1.8,5.0,0.8,7.0,2.3,8.0,0.4,5.0,,,,,6.0,28.5,,Fort Wayne,1.0
2017,98,Indianapolis,9.8,19.0,5%,5.0,32%,3.0,$35,2.0,2.2,7.0,0.5,3.0,1.5,4.0,0.5,6.0,,,,,5.0,28.5,,Indianapolis,1.0
2016,1,Minneapolis,6.5,12.0,15%,16.0,95%,39.0,$224,20.0,3.9,16.0,1.8,20.0,2.8,11.0,2.6,20.0,,,,,17.0,104.0,86.5,Minneapolis,5.0
2016,2,St. Paul,3.7,7.0,15%,16.0,96%,39.0,$212,20.0,4.2,17.0,1.4,15.0,3.9,16.0,1.8,20.0,,,,,17.0,99.0,82.5,St. Paul,5.0
2016,3,"Washington, D.C.",0.8,1.0,22%,20.0,97%,40.0,$287,20.0,4.1,17.0,1.7,19.0,1.7,6.0,2.4,20.0,,,,,16.0,97.0,81.0,"Washington, D.C.",5.0
2016,4,"Arlington, Virginia",2.1,4.0,11%,12.0,98%,40.0,$235,20.0,4.0,16.0,3.6,20.0,4.6,19.0,1.5,19.0,,,,,19.0,95.0,79.0,"Arlington, Virginia",4.5
2016,5,San Francisco,1.8,3.0,19%,20.0,99%,40.0,$223,20.0,1.9,6.0,3.5,20.0,1.9,7.0,0.6,8.0,,,,,10.0,93.0,77.5,San Francisco,4.5
2016,6,Portland,4.6,9.0,18%,19.0,85%,33.0,$154,18.0,3.8,15.0,5.4,20.0,2.1,8.0,0.6,7.0,,,,,13.0,92.0,76.5,Portland,4.5
2016,7,New York,1.0,1.0,21%,20.0,97%,40.0,$186,20.0,3.5,14.0,1.5,17.0,2.0,7.0,0.1,1.0,,,,,10.0,91.0,76.0,New York,4.5
2016,8,Irvine,6.4,12.0,20%,20.0,75%,27.0,$227,20.0,2.6,9.0,0.4,4.0,2.8,11.0,1.4,18.0,,,,,11.0,90.0,75.0,Irvine,4.5
2016,9,Boston,1.7,3.0,17%,19.0,98%,40.0,$122,14.0,3.8,15.0,1.1,12.0,2.9,11.0,1.0,12.0,,,,,13.0,89.0,74.0,Boston,4.5
2016,10,Cincinnati,4.3,8.0,14%,15.0,71%,25.0,$181,20.0,5.2,20.0,1.3,15.0,5.1,20.0,2.3,20.0,,,,,19.0,87.0,72.5,Cincinnati,4.0
